site,treatment,quadrat,height,latitude,longitude,day,month,year,slope,aspect,substrate,relief,observer,species_code,square,measurement,measurement_type,entered_by,checked_by,season
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,4,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,5,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,6,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,7,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,8,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,9,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,10,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,11,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,13,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,14,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,15,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,16,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,17,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,18,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,19,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,20,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,21,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,22,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,23,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,24,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Low,42.323297,71.045218,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,25,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,1,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,2,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,5,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,6,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,7,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,9,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,10,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,11,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,12,2,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,13,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,16,2,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,17,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,18,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,19,2,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,20,2,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,21,3,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,22,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,23,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,24,2,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,4,Mid,42.323253,71.045279,13,11,2023,-9,19,Cobble,Low,Laura,HIRU,25,2,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,1,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,2,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,3,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,5,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,6,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,7,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,8,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,9,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,10,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,11,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,12,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,13,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,14,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,15,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,16,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,17,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,18,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,19,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,20,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,22,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,23,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,24,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,5,Low,42.323319,71.045526,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,25,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,1,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,2,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,3,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,4,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,5,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,6,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,7,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,8,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,9,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,10,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,11,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,12,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,13,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,14,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,15,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,16,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,17,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,18,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,19,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,20,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,21,2,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,22,3,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,23,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,24,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Low,42.323377,71.045463,13,11,2023,2,15,Gravel,Flat,Curtis,HIRU,25,2,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Mid,42.323307,71.04544,13,11,2023,6,15,Gravel,Flat,Curtis,HIRU,6,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Mid,42.323307,71.04544,13,11,2023,6,15,Gravel,Flat,Curtis,HIRU,9,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Mid,42.323307,71.04544,13,11,2023,6,15,Gravel,Flat,Curtis,HIRU,10,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Mid,42.323307,71.04544,13,11,2023,6,15,Gravel,Flat,Curtis,HIRU,12,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Mid,42.323307,71.04544,13,11,2023,6,15,Gravel,Flat,Curtis,HIRU,15,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Mid,42.323307,71.04544,13,11,2023,6,15,Gravel,Flat,Curtis,HIRU,16,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Mid,42.323307,71.04544,13,11,2023,6,15,Gravel,Flat,Curtis,HIRU,17,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Mid,42.323307,71.04544,13,11,2023,6,15,Gravel,Flat,Curtis,HIRU,18,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Mid,42.323307,71.04544,13,11,2023,6,15,Gravel,Flat,Curtis,HIRU,19,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Mid,42.323307,71.04544,13,11,2023,6,15,Gravel,Flat,Curtis,HIRU,20,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Mid,42.323307,71.04544,13,11,2023,6,15,Gravel,Flat,Curtis,HIRU,21,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Mid,42.323307,71.04544,13,11,2023,6,15,Gravel,Flat,Curtis,HIRU,22,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Mid,42.323307,71.04544,13,11,2023,6,15,Gravel,Flat,Curtis,HIRU,23,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Mid,42.323307,71.04544,13,11,2023,6,15,Gravel,Flat,Curtis,HIRU,24,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Berm,6,Mid,42.323307,71.04544,13,11,2023,6,15,Gravel,Flat,Curtis,HIRU,25,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,1,Low,42.321924,71.043084,13,11,2023,NA,NA,NA,NA,Liana,HIRU,1,0.5,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,1,Low,42.321924,71.043084,13,11,2023,NA,NA,NA,NA,Liana,HIRU,2,0.5,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,1,Low,42.321924,71.043084,13,11,2023,NA,NA,NA,NA,Liana,HIRU,6,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,1,Low,42.321924,71.043084,13,11,2023,NA,NA,NA,NA,Liana,HIRU,14,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,1,Low,42.321924,71.043084,13,11,2023,NA,NA,NA,NA,Liana,HIRU,15,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,1,Low,42.321924,71.043084,13,11,2023,NA,NA,NA,NA,Liana,HIRU,16,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,1,Low,42.321924,71.043084,13,11,2023,NA,NA,NA,NA,Liana,HIRU,17,0.5,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,1,Low,42.321924,71.043084,13,11,2023,NA,NA,NA,NA,Liana,HIRU,19,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,1,Low,42.321924,71.043084,13,11,2023,NA,NA,NA,NA,Liana,HIRU,20,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,1,Low,42.321924,71.043084,13,11,2023,NA,NA,NA,NA,Liana,HIRU,21,0.5,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,1,Low,42.321924,71.043084,13,11,2023,NA,NA,NA,NA,Liana,HIRU,22,0.5,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,1,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,2,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,3,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,4,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,5,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,6,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,7,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,8,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,9,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,10,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,12,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,13,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,14,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,15,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,16,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,17,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,18,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,19,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,20,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,21,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,22,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,23,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,24,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,3,Low,42.32205,71.043234,13,11,2023,3,70,Cobble,Low,Curtis,HIRU,25,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,4,Low,42.322015,71.043099,13,11,2023,-5,70,Cobble,Low,Laura,HIRU,2,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,4,Low,42.322015,71.043099,13,11,2023,-5,70,Cobble,Low,Laura,HIRU,3,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,4,Low,42.322015,71.043099,13,11,2023,-5,70,Cobble,Low,Laura,HIRU,5,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,4,Low,42.322015,71.043099,13,11,2023,-5,70,Cobble,Low,Laura,HIRU,9,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,4,Low,42.322015,71.043099,13,11,2023,-5,70,Cobble,Low,Laura,HIRU,10,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,4,Low,42.322015,71.043099,13,11,2023,-5,70,Cobble,Low,Laura,HIRU,12,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,4,Low,42.322015,71.043099,13,11,2023,-5,70,Cobble,Low,Laura,HIRU,13,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,4,Low,42.322015,71.043099,13,11,2023,-5,70,Cobble,Low,Laura,HIRU,14,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,4,Low,42.322015,71.043099,13,11,2023,-5,70,Cobble,Low,Laura,HIRU,16,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,4,Low,42.322015,71.043099,13,11,2023,-5,70,Cobble,Low,Laura,HIRU,17,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,4,Low,42.322015,71.043099,13,11,2023,-5,70,Cobble,Low,Laura,HIRU,22,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,4,Low,42.322015,71.043099,13,11,2023,-5,70,Cobble,Low,Laura,HIRU,25,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,6,Low,42.322137,71.043182,13,11,2023,-7,71,Cobble,NA,Laura,HIRU,1,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,6,Low,42.322137,71.043182,13,11,2023,-7,71,Cobble,NA,Laura,HIRU,2,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,6,Low,42.322137,71.043182,13,11,2023,-7,71,Cobble,NA,Laura,HIRU,3,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,6,Low,42.322137,71.043182,13,11,2023,-7,71,Cobble,NA,Laura,HIRU,4,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,6,Low,42.322137,71.043182,13,11,2023,-7,71,Cobble,NA,Laura,HIRU,5,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,6,Low,42.322137,71.043182,13,11,2023,-7,71,Cobble,NA,Laura,HIRU,8,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,6,Low,42.322137,71.043182,13,11,2023,-7,71,Cobble,NA,Laura,HIRU,9,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,6,Low,42.322137,71.043182,13,11,2023,-7,71,Cobble,NA,Laura,HIRU,11,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,6,Low,42.322137,71.043182,13,11,2023,-7,71,Cobble,NA,Laura,HIRU,15,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,6,Low,42.322137,71.043182,13,11,2023,-7,71,Cobble,NA,Laura,HIRU,16,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,6,Low,42.322137,71.043182,13,11,2023,-7,71,Cobble,NA,Laura,HIRU,17,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,6,Low,42.322137,71.043182,13,11,2023,-7,71,Cobble,NA,Laura,HIRU,18,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,6,Low,42.322137,71.043182,13,11,2023,-7,71,Cobble,NA,Laura,HIRU,20,1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,6,Low,42.322137,71.043182,13,11,2023,-7,71,Cobble,NA,Laura,HIRU,24,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Bayside,Control,6,Low,42.322137,71.043182,13,11,2023,-7,71,Cobble,NA,Laura,HIRU,25,0.1,Percent Cover,Laura,"BJM, IKC",fall_23
Coughlin,Berm,1,High,42.363069,70.975459,26,10,2023,-3,295,Mud,Low,Laura,HIRU,1,2,Percent Cover,Liana,CTC BJM,fall_23
