site,treatment,farms_number,latitudes_for,longitude,line_of_site,day_deployed,month_deployed,year_deployed,time_deployed,day_retrieved,month_retrieved,year_retrieved,time_retrieved,species_code,sex,fish_length_carapace_width_mm,entered_by,checked_by,x20
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_9,42.323439,-71.044923,"0 degrees to lightpole behind trees, 45 degrees to gazebo, 90 degrees to trap 13",5,7,2023,1899-12-30T07:35:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,TAAD,NA,108,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,PAHE,F,28,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,PAHE,M,31,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,PAHE,M,12,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,CAMA,M,11,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,CAMA,M,15,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,CAMA,F,18,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,CAMA,M,17,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,PHGU,NA,125,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,PHGU,NA,80,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,PHGU,NA,90,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,PHGU,NA,112,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,PHGU,NA,101,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,PHGU,NA,85,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,PHGU,NA,74,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FUSP,NA,46,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
Bayside,Berm,FARMS_11,42.323412,-71.044838,"350 degrees to ornate lamppost, 0 degrees to far lightpole, 20 degrees to trap 9, 45 degrees to gazebo, 90 degrees to bathhouse",20,7,2023,1899-12-30T09:03:00Z,26,11,2023,1899-12-30T16:00:00Z,FPEN,NA,NA,LD,NA,NA
